Country,Country Code,Region,Date,Year,Number of MPs,Percent female MPs,Mean age,Median age,Percent MPs aged 30 or under,Percent MPs aged 35 or under,Percent MPs aged 40 or under,Percent MPs aged 41 to 60,Percent MPs aged 61 or over,Percent female MPs aged 30 or under,Percent female MPs aged 35 or under,Percent female MPs aged 40 or under,Percent female MPs aged 41 to 60,Percent female MPs aged 61 or over,Age Representation Index 30 or under (ARI 30),Age Representation Index 35 or under (ARI 35),Age Representation Index 40 or under (ARI 40),Age Representation Index 41 to 60 (ARI 41 to 60),Age Representation Index 61 or over (ARI 61 plus),Coverage MPs,Coverage Age,Coverage Gender
"Iceland","ISL","Western Europe","2013-06-06","2013","63","43.3","47.8","47","7.5","10.5","23.9","65.7","10.5","10.3","10.5","31","58.6","10.3","0.43","0.43","0.77","1.73","0.41","106","100","100"
"Iceland","ISL","Western Europe","2016-12-06","2016","63","44.4","46.7","47.5","8.3","15","28.3","60","11.7","17.9","15","35.7","60.7","3.6","0.49","0.63","0.93","1.58","0.44","100","95","95"
"Iceland","ISL","Western Europe","2017-12-14","2017","63","38.1","49.9","51","4.8","9.5","20.6","63.5","15.9","12.5","12.5","25","70.8","4.2","0.28","0.4","0.68","1.68","0.59","100","100","100"
"Iceland","ISL","Western Europe","2021-09-25","2021","63","47.6","48.8","49","6.3","15.9","20.6","65.1","14.3","10","26.7","30","63.3","6.7","0.22","0.39","0.39","1.97","1.01","100","100","100"
"India","IND","Asia","2014-05-26","2014","543","12.2","54.1","55","2.4","6.3","12.7","56.9","30.3","7.6","19.7","31.8","50","18.2","0.12","0.22","0.36","1.69","1.65","NA","NA","NA"
"India","IND","Asia","2019-05-19","2019","543","14.6","54.1","55","2.8","7","13.8","54.6","31.5","7.7","19.2","29.5","51.3","20.5","0.11","0.21","0.33","2.21","2.99","99.8","99.8","99.8"
"Indonesia","IDN","Asia","2014-10-01","2014","575","16.2","50.1","49","3.5","8.1","14.2","69.2","16.5","7.3","22","29.3","63.4","7.3","0.18","0.29","0.4","1.98","0.89","115","39","88"
"Iran","IRN","Asia","2012-05-27","2012","290","2.1","52","50.5","0","0","0","88.5","11.5","0","0","0","100","0","0","0","0","2.91","0.75","100","9","58"
"Iran","IRN","Asia","2016-05-28","2016","290","0.3","55.8","55","0","0","8.3","75","16.7","0","0","100","0","0","0","0","0.2","2.29","1.03","100","4","25"
"Iraq","IRQ","Middle East and North Africa","2014-07-01","2014","329","26.5","47.5","46","0","6.7","22.3","70.1","7.6","1.2","9.2","25.3","71.3","3.5","0.01","0.23","0.63","2.37","0.42","100","100","100"
"Ireland","IRL","Western Europe","1973-03-14","1973","144","3.3","48.4","47","4","11.3","24","62","14","20","11.3","20","60","20","0.13","0.29","0.52","2.08","0.58","105","99","100"
"Ireland","IRL","Western Europe","1977-07-05","1977","148","4.6","46.9","47","5.3","13.3","26.5","61.6","11.9","42.9","13.3","42.9","42.9","14.3","0.17","0.33","0.54","2.24","0.5","102","100","100"
"Ireland","IRL","Western Europe","1981-06-30","1981","166","6.6","46.2","46.5","9.6","16.9","27.1","63.9","9","36.4","16.9","54.6","45.5","0","0.32","0.41","0.54","2.4","0.39","100","100","100"
"Ireland","IRL","Western Europe","1982-12-14","1982","166","8.6","44.6","46","6.9","19","34.5","61.5","4","26.7","19","53.3","46.7","0","0.23","0.46","0.68","2.31","0.17","105","100","100"
"Ireland","IRL","Western Europe","1982-03-09","1982","166","4.8","45.9","46","6.5","16.7","31","61.3","7.7","37.5","16.7","62.5","37.5","0","0.22","0.4","0.61","2.31","0.34","101","100","100"
"Ireland","IRL","Western Europe","1987-03-10","1987","166","8.4","46.2","47","2.4","15.1","31.3","60.8","7.8","14.3","15.1","71.4","28.6","0","0.08","0.39","0.64","2.1","0.36","100","100","100"
"Ireland","IRL","Western Europe","1989-06-29","1989","166","7.8","47","46","6","12.1","28.9","60.8","10.2","15.4","12.1","61.5","38.5","0","0.21","0.31","0.59","2.1","0.47","100","100","100"
"Ireland","IRL","Western Europe","1992-12-14","1992","166","13.3","46.7","47","3.5","9.8","26.6","65.3","8.1","13","9.8","47.8","52.2","0","0.13","0.25","0.53","2.18","0.41","104","100","100"
"Ireland","IRL","Western Europe","1997-06-26","1997","166","14.2","48.7","50","3.8","8.2","18","67.8","14.2","7.7","8.2","38.5","57.7","3.9","0.2","0.31","0.54","1.99","0.63","110","100","100"
"Ireland","IRL","Western Europe","2002-06-06","2002","166","14.1","49.3","50","4.1","10","16.5","75.3","8.2","4.2","10","33.3","66.7","0","0.21","0.36","0.47","2.15","0.38","102","100","100"
"Ireland","IRL","Western Europe","2007-06-14","2007","166","13.9","51.4","53","2.8","9.4","16.1","65.6","18.3","4","9.4","12","80","8","0.14","0.34","0.45","1.84","0.83","108","100","100"
"Ireland","IRL","Western Europe","2011-03-09","2011","166","17.8","48.3","49","5.1","13.7","31.5","53.3","15.2","2.9","13.7","20","68.6","11.4","0.3","0.53","0.93","1.45","0.66","119","100","100"
"Ireland","IRL","Western Europe","2016-03-10","2016","158","22.4","50.4","49","3.7","7.5","18","60.3","21.7","5.6","8.3","25","55.6","19.4","0.26","0.33","0.58","1.56","0.86","102","100","100"
"Isle of Man","IMN","Western Europe","2011-10-04","2011","24","6.9","54.3","57","0","5.3","5.3","73.7","21.1","0","5.3","0","100","0","0","0.27","0.2","1.79","0.7","121","66","97"
"Isle of Man","IMN","Western Europe","2016-09-27","2016","24","4.2","54.4","54","0","0","20","40","40","0","0","0","0","0","0","0","0.79","0.98","1.27","100","21","46"
"Israel","ISR","Middle East and North Africa","1949-02-14","1949","120","8","49","49","3","8","22","63","15","0","8","17","67","17","0.1","0.19","0.42","4.44","0.77","93","100","100"
"Israel","ISR","Middle East and North Africa","1951-08-20","1951","120","9","49.2","49","3","8","20","68","12","0","8","17","75","8","0.1","0.19","0.37","4.96","0.61","94","100","100"
"Israel","ISR","Middle East and North Africa","1955-08-15","1955","120","10","50.7","50","1","4","13","71","15","0","4","7","79","14","0.03","0.09","0.25","4.89","0.78","97","100","100"
"Israel","ISR","Middle East and North Africa","1959-11-30","1959","120","8","51.7","52","1","2","10","73","17","0","2","0","70","30","0.03","0.05","0.19","4.85","0.9","90","100","100"
"Israel","ISR","Middle East and North Africa","1961-09-04","1961","120","8","53.7","53.5","0","2","9","69","22","0","2","0","67","33","0","0.05","0.17","4.59","1.16","96","100","100"
"Israel","ISR","Middle East and North Africa","1965-11-22","1965","120","8","53.5","53.5","0","1","7","72","21","0","1","20","50","30","0","0.02","0.14","4.35","1.22","94","100","100"
"Israel","ISR","Middle East and North Africa","1969-11-17","1969","120","6","53.4","54","1","5","11","64","25","0","5","13","63","25","0.03","0.13","0.22","3.61","1.63","96","100","100"
"Israel","ISR","Middle East and North Africa","1974-01-21","1974","120","9","52.8","53","1","3","15","59","27","0","3","8","75","17","0.03","0.08","0.29","3.31","2.08","96","100","100"
"Israel","ISR","Middle East and North Africa","1977-06-13","1977","120","7","51.3","52.5","2","4","12","69","19","0","4","0","100","0","0.07","0.1","0.24","3.87","1.46","96","100","100"
"Israel","ISR","Middle East and North Africa","1981-07-20","1981","120","7","51.6","51","0","5","10","72","18","0","5","0","89","11","0","0.12","0.19","4.05","1.63","91","100","100"
"Israel","ISR","Middle East and North Africa","1984-08-13","1984","120","8","52.2","52","0","2","11","72","17","0","2","0","80","20","0","0.08","0.33","2.3","0.72","91","100","100"
"Israel","ISR","Middle East and North Africa","1988-11-21","1988","120","7","52","52","0","3","14","64","22","0","3","11","56","33","0","0.12","0.42","2.07","0.96","92","100","100"
"Israel","ISR","Middle East and North Africa","1992-07-13","1992","120","9","50.4","49","1","7","16","69","15","0","7","8","75","17","0.05","0.27","0.49","2.17","0.66","94","100","100"
"Israel","ISR","Middle East and North Africa","1996-06-17","1996","120","7","50.3","51","0","4","15","73","13","0","4","0","100","0","0","0.15","0.45","2.26","0.57","91","100","100"
"Israel","ISR","Middle East and North Africa","1999-06-07","1999","120","12","50.5","49.5","0","1","9","78","13","0","1","6","94","0","0","0.04","0.27","2.4","0.58","100","100","100"
"Israel","ISR","Middle East and North Africa","2003-02-17","2003","120","18","51.5","51","2","4","9","78","14","12","4","16","76","8","0.1","0.15","0.27","2.38","0.63","99","100","100"
"Israel","ISR","Middle East and North Africa","2006-04-17","2006","120","13","54.1","54","1","4","8","69","22","0","4","0","83","17","0.05","0.15","0.24","2.06","0.98","96","100","100"
"Israel","ISR","Middle East and North Africa","2009-02-24","2009","120","19","52.6","54","0","4","14","68","18","0","4","24","72","4","0","0.15","0.43","2","0.78","96","100","100"
"Israel","ISR","Middle East and North Africa","2013-02-05","2013","120","21","52.6","54","1","8","16","59","24","4","8","41","48","11","0.06","0.32","0.5","1.72","1.01","91","100","100"
"Israel","ISR","Middle East and North Africa","2015-03-31","2015","120","25","52.5","55","1","5","16","64","20","3","6","33","61","6","0.06","0.2","0.51","1.86","0.82","94","100","100"
"Israel","ISR","Middle East and North Africa","2021-03-23","2021","120","27.5","52.3","51","0","4.2","13.3","55","31.7","0","9.1","15.2","75.8","9.1","0","0.10","0.25","1.67","2.24","100","100","100"
"Italy","ITA","Western Europe","1948-04-18","1948","574","7.5","45.7","46","7.3","18.7","32.2","59.7","8.1","26.1","43.5","54.4","45.7","0","0.25","0.46","0.62","1.82","0.58","107","100","100"
"Italy","ITA","Western Europe","1953-06-07","1953","550","5.4","47.1","47","3.4","15","31.2","57.4","11.4","3","15","42.4","54.6","3","0.12","0.37","0.6","1.75","0.81","112","100","100"
"Italy","ITA","Western Europe","1958-05-28","1958","596","4.9","47","46","1.6","11.5","33.2","55.8","11","0","11.5","28","64","8","0.06","0.28","0.64","1.71","0.78","104","100","100"
"Italy","ITA","Western Europe","1963-04-28","1963","630","4.3","48.1","46","0","5.5","24.1","61.9","14","0","5.5","20.7","58.6","20.7","0.01","0.13","0.46","1.89","1","107","100","100"
"Italy","ITA","Western Europe","1968-05-19","1968","630","2.7","48.5","47","0","3.3","15.6","74.7","9.7","0","3.3","11.1","83.3","5.6","0","0.08","0.3","2.28","0.69","105","100","100"
"Italy","ITA","Western Europe","1972-05-07","1972","630","4","49","49","1.2","6.1","13.4","76.8","9.9","7.7","6.1","30.8","65.4","3.9","0.04","0.15","0.26","2.35","0.7","105","100","100"
"Italy","ITA","Western Europe","1976-06-20","1976","630","8.3","47.5","48","3.8","12","23.7","68.7","7.7","13","12","53.7","46.3","0","0.13","0.29","0.45","2.1","0.55","103","100","100"
"Italy","ITA","Western Europe","1979-06-06","1979","630","8.5","48.1","49","1.9","8.8","23","70.6","6.4","5.3","8.8","45.6","52.6","1.8","0.07","0.22","0.44","2.16","0.46","107","100","100"
"Italy","ITA","Western Europe","1983-06-30","1983","630","8.3","48.5","48","1.2","7.4","18.7","72","9.4","5.4","7.4","46.4","48.2","5.4","0.04","0.18","0.36","2.2","0.67","107","100","100"
"Italy","ITA","Western Europe","1987-06-17","1987","630","12.3","49.5","49","1.2","6.2","18.5","68.7","12.8","3.6","6.2","46.4","44.1","9.5","0.04","0.15","0.35","2.1","0.91","108","100","100"
"Italy","ITA","Western Europe","1992-04-08","1992","630","8.1","49.5","50","2.9","6.7","17.2","70","12.9","7.6","6.7","35.9","58.5","5.7","0.1","0.16","0.33","2.13","0.92","104","100","100"
"Italy","ITA","Western Europe","1994-03-30","1994","630","15.3","47.1","46","3.4","12.4","27.4","62.4","10.2","7.1","12.4","31.6","59.2","9.2","0.12","0.3","0.52","1.9","0.72","101","100","100"
"Italy","ITA","Western Europe","1996-04-24","1996","630","11.4","48.1","47","1.7","8","23.3","66.7","10","2.7","8","27","71.6","1.4","0.06","0.19","0.44","2.03","0.71","103","100","100"
"Italy","ITA","Western Europe","2001-05-17","2001","630","11.5","50.3","50","0.9","4.7","14","72.1","14","4.1","4.7","23","75.7","1.4","0.03","0.11","0.27","2.19","0.99","102","100","100"
"Italy","ITA","Western Europe","2006-04-18","2006","630","17.2","52","52","0","4.2","11.8","71.2","17.1","0.9","4.2","16.2","73","10.8","0.02","0.1","0.22","2.17","1.21","102","100","100"
"Italy","ITA","Western Europe","2008-04-21","2008","630","20.4","50.7","51","1.3","5.7","16.1","68.8","15.1","4.3","5.7","26.6","62.6","10.8","0.05","0.14","0.31","2.09","1.07","108","100","100"
"Italy","ITA","Western Europe","2013-03-05","2013","630","30.8","46.3","46","7.5","18.1","36.6","52.8","10.6","12.1","18.1","48.5","45.6","5.8","0.26","0.44","0.7","1.61","0.75","106","100","100"
"Italy","ITA","Western Europe","2018-03-08","2018","630","36.2","45","44","4.4","20.2","39.4","51.8","8.8","5","27.3","46.6","46.6","6.7","0.31","0.62","0.75","1.26","0.3","104.3","104.3","104.3"
"Jamaica","JAM","South and Central America","2012-01-17","2012","63","12.7","58.7","61","0","3.9","15.4","34.6","50","0","3.9","33.3","0","66.7","0","0.14","0.45","1.04","2.43","100","41","92"
"Jamaica","JAM","South and Central America","2016-03-10","2016","63","15.9","61.7","64","0","0","0","44","56","0","0","0","50","50","0","0","0","1.28","2.68","100","40","81"
"Japan","JPN","Asia","2014-12-14","2014","465","9.4","53.7","54","1","4.8","12.7","57.2","30.1","2.7","4.8","18.9","64.9","16.2","0.08","0.27","0.51","1.52","0.81","103","87","100"
"Japan","JPN","Asia","2017-11-01","2017","465","10.1","54.9","55","0","2.6","7.8","61.1","31.1","0","4.3","12.8","70.2","17","0","0.15","0.33","1.64","0.82","100","100","100"
"Jordan","JOR","Middle East and North Africa","2013-02-10","2013","150","0.7","58.2","59","0","0","0","60","40","0","0","0","0","0","0","0","0","2.02","2.32","100","3","7"
"Jordan","JOR","Middle East and North Africa","2020-11-10","2020","130","11.6","52","52","0","5.4","10.1","72.9","17.1","0","20","40","60","0","0","0.13","0.19","2.21","1.21","99.2","99.2","99.2"
"Kazakhstan","KAZ","Asia","2016-03-25","2016","107","15.9","51.6","54","9.1","18.2","18.2","63.6","18.2","0","33.3","33.3","66.7","0","0.46","0.64","0.52","1.71","0.87","100","10","50"
"Kazakhstan","KAZ","Asia","2021-01-10","2021","107","26.4","50.6","52","2.1","6.2","18.6","65.9","15.5","0","0","34.6","61.5","3.8","0.07","0.15","0.35","2","1.1","99.1","90.7","99.1"
"Kenya","KEN","Sub-Saharan Africa","2013-03-28","2013","349","19.4","48.9","48","2.3","10.1","17.1","72.1","10.9","0","19.1","19.1","81","0","0.11","0.35","0.49","2.52","0.57","102","36","100"
"Kiribati","KIR","Pacific","2007-09-27","2007","46","6.8","55.4","55","0","0","0","85.7","14.3","0","0","0","100","0","0","0","0","2.71","0.79","96","16","59"
"Kiribati","KIR","Pacific","2011-11-25","2011","46","6.7","58","58","0","0","0","71.4","28.6","0","0","0","100","0","0","0","0","2.28","1.7","98","16","73"
"Kosovo","","Eastern Europe","2001-11-17","2001","120","3.4","46.4","46","7.4","11.1","19.8","74.1","6.2","0","11.1","0","100","0","0.33","0.37","0.54","2.59","0.35","98","69","10"
"Kosovo","","Eastern Europe","2004-11-23","2004","120","5.8","47.2","47","0","10","22.9","74.3","2.9","0","10","0","0","0","0","0.33","0.61","2.51","0.16","101","58","14"
"Kosovo","","Eastern Europe","2007-12-13","2007","120","5.8","48.2","50","2.7","10.8","27","64.9","8.1","0","10.8","0","0","0","0.11","0.35","0.72","2.09","0.38","100","31","24"
"Kosovo","","Eastern Europe","2010-12-12","2010","120","12.5","39.6","42","22.6","29","48.4","51.6","0","0","29","0","0","0","0.96","0.94","1.29","1.62","0","100","26","43"
"Kosovo","","Eastern Europe","2014-07-17","2014","120","31","56","56","0","0","0","50","50","0","0","0","0","100","0","0","0","1.51","2.57","97","2","97"
"Kuwait","KWT","Middle East and North Africa","2013-08-06","2013","50","2.2","53.4","55","0","7.1","7.1","57.1","35.7","0","0","0","0","100","0","0.2","0.16","1.82","2.85","99","31","100"
"Kyrgyzstan","KGZ","Asia","2010-01-02","2010","120","5","43.7","42.5","4.5","13.6","45.5","54.6","0","0","13.6","0","100","0","0.19","0.44","1.22","1.76","0","100","18","24"
"Kyrgyzstan","KGZ","Asia","2015-10-28","2015","120","5","47.2","46","3","6.1","21.2","72.7","6.1","0","0","0","100","0","0.13","0.2","0.57","2.19","0.33","101","27","32"
"Laos","LAO","Asia","2011-06-15","2011","115","5.3","60","60","0","0","0","100","0","0","0","0","100","0","0","0","0","3.39","0","115","1","14"
"Laos","LAO","Asia","2016-04-20","2016","115","2.7","65","65","0","0","0","0","100","0","0","0","0","100","0","0","0","0","5.87","130","1","4"
"Latvia","LVA","Eastern Europe","2010-11-02","2010","100","19.1","48.1","48","9.3","11.1","29.6","57.4","13","4.8","11.1","28.6","57.1","14.3","0.53","0.47","0.96","1.51","0.47","115","94","100"
"Latvia","LVA","Eastern Europe","2011-10-17","2011","100","29.9","44.4","43.5","17.4","26.4","36.8","55.6","7.6","14","26.4","53.5","39.5","7","1.01","1.12","1.21","1.43","0.27","144","100","100"
"Latvia","LVA","Eastern Europe","2014-11-04","2014","100","18.6","48.1","50","6.2","18.1","23.2","62.2","14.7","0","15.2","21.2","66.7","12.1","0.39","0.8","0.8","1.55","0.49","177","100","100"
"Lebanon","LBN","Middle East and North Africa","2009-06-20","2009","128","3.1","55.9","56","4","6.7","10.7","53.3","36","25","25","25","75","0","0.17","0.21","0.26","1.75","2.03","102","58","61"
"Lesotho","LSO","Sub-Saharan Africa","2015-03-10","2015","120","7.5","58.4","58","0","0","0","60","40","0","0","0","100","0","0","0","0","2.11","2.03","100","4","66"
"Lesotho","LSO","Sub-Saharan Africa","2006-12-17","2006","120","9.2","60.4","60","0","0","0","60","40","0","0","0","100","0","0","0","0","2.09","2.03","100","4","66"
"Liechtenstein","LIE","Western Europe","2005-04-14","2005","25","24","48.9","49","0","4","16","76","8","0","4","0","83.3","16.7","0","0.18","0.51","1.81","0.35","100","100","100"
"Liechtenstein","LIE","Western Europe","2009-03-18","2009","25","24","48.6","50","0","8","24","64","12","0","8","16.7","50","33.3","0","0.37","0.82","1.49","0.48","100","100","100"
"Liechtenstein","LIE","Western Europe","2013-03-27","2013","25","19.2","47.8","49","0","11.5","19.2","73.1","7.7","0","11.5","20","80","0","0","0.55","0.7","1.71","0.29","104","100","100"
"Liechtenstein","LIE","Western Europe","2017-02-05","2017","25","12","51","52.5","0","4.2","16.7","66.7","16.7","0","0","0","100","0","0","0.2","0.61","1.59","0.57","100","96","100"
"Lithuania","LTU","Eastern Europe","2012-11-17","2012","141","20.8","51.9","54","7.3","11.2","17.4","60.7","21.9","5.4","8.1","16.2","56.8","27","0.45","0.51","0.61","1.55","0.76","126","100","100"
"Lithuania","LTU","Eastern Europe","2020-10-25","2020","141","26.2","49.2","48","2.2","12.2","28.8","46","25.2","2.8","16.7","36.1","47.2","16.7","0.07","0.3","0.55","1.39","1.78","100","98.6","100"
"Luxembourg","LUX","Western Europe","2013-11-13","2013","60","22.2","49.9","51","3.2","12.7","20.6","66.7","12.7","7.1","12.7","28.6","71.4","0","0.21","0.56","0.68","1.67","0.49","105","100","100"
"Luxembourg","LUX","Western Europe","2018-10-30","2018","60","21.7","51.7","54.5","3.3","11.7","20","55","25","7.7","30.8","38.5","53.9","7.7","0.21","0.5","0.65","1.4","0.96","100","100","100"
"Macau","MAC","Asia","2013-01-02","2013","29","21.2","55.3","56","0","5.6","11.1","72.2","16.7","0","0","0","50","50","0","0.2","0.31","1.72","0.91","114","55","100"
"Malawi","MWI","Sub-Saharan Africa","2014-06-19","2014","193","16.3","53.9","55","0","0","13.3","60","26.7","0","0","16.7","66.7","16.7","0","0","0.41","2.1","1.33","102","8","98"
"Malaysia","MYS","Asia","1959-09-11","1959","104","2.8","42.8","42","7.1","21.4","42.9","50","7.1","0","21.4","33.3","66.7","0","0.19","0.43","0.71","3.76","0.66","105","26","47"
"Malaysia","MYS","Asia","1964-05-18","1964","104","1.8","42.8","41.5","9.1","18.2","42.4","54.6","6.1","0","18.2","100","0","0","0.23","0.36","0.7","3.96","0.58","109","29","39"
"Malaysia","MYS","Asia","1971-02-20","1971","154","1.3","47","48","6.7","11.1","26.7","66.7","8.9","0","11.1","0","100","0","0.17","0.21","0.43","5.03","0.8","99","30","34"
"Malaysia","MYS","Asia","1974-11-04","1974","154","1.2","44.9","47.5","4.2","18.8","37.5","62.5","0","0","18.8","0","100","0","0.1","0.36","0.59","4.85","0","105","30","31"
"Malaysia","MYS","Asia","1978-07-31","1978","154","1.3","45","43.5","4.2","14.6","37.5","58.3","4.2","0","14.6","50","50","0","0.1","0.27","0.59","4.54","0.4","103","30","32"
"Malaysia","MYS","Asia","1982-06-14","1982","154","2.5","44.5","43","1.9","11.1","31.5","64.8","3.7","0","11.1","50","50","0","0.08","0.39","0.93","2.23","0.2","103","34","35"
"Malaysia","MYS","Asia","1986-10-06","1986","177","2.2","45.1","45.5","8.1","11.3","24.2","67.7","8.1","0","11.3","25","75","0","0.36","0.38","0.69","2.34","0.44","103","34","36"
"Malaysia","MYS","Asia","1990-12-03","1990","180","2.8","46","47","2.8","16.9","28.2","66.2","5.6","0","16.9","20","80","0","0.13","0.57","0.78","2.25","0.31","101","39","41"
"Malaysia","MYS","Asia","1995-06-07","1995","192","3.5","48.4","49","0","3.5","21.2","75.3","3.5","0","3.5","28.6","71.4","0","0","0.12","0.59","2.48","0.2","103","43","44"
"Malaysia","MYS","Asia","1999-12-20","1999","193","6.6","50.1","50","0.9","3.6","11.8","76.4","11.8","7.7","3.6","23.1","69.2","7.7","0.04","0.13","0.33","2.44","0.67","102","56","57"
"Malaysia","MYS","Asia","2004-05-17","2004","219","7.8","52.3","52","0","3.5","9.9","69.7","20.4","0","3.5","29.4","64.7","5.9","0","0.12","0.27","2.14","1.15","100","65","66"
"Malaysia","MYS","Asia","2008-04-28","2008","222","11","51.7","51.5","0.9","5.8","12.5","69.6","17.9","8","5.8","16","76","8","0.04","0.19","0.33","2.14","1.04","103","98","98"
"Malaysia","MYS","Asia","2013-06-24","2013","222","10.5","53","54","0","4.4","12.6","62.6","24.7","0","17.4","21.7","69.6","8.7","0","0.14","0.33","1.92","1.45","103","80","87"
"Maldives","MDV","Asia","2014-05-28","2014","85","2.4","48.7","50","0","14.3","14.3","71.4","14.3","0","0","0","100","0","0","0.35","0.3","2.61","1.11","100","8","18"
"Mali","MLI","Sub-Saharan Africa","2014-01-02","2014","160","0.7","59.4","65","0","0","0","40","60","0","0","0","0","100","0","0","0","1.39","2.92","89","3","4"
"Malta","MLT","Western Europe","2013-04-06","2013","69","10.8","50.7","50.5","5.9","8.8","14.7","64.7","20.6","0","8.8","0","100","0","0.36","0.37","0.48","1.71","0.7","107","46","100"
"Malta","MLT","Western Europe","2017-06-24","2017","69","13","50.2","48","0","7.4","18.5","63","18.5","0","0","0","75","25","0","0.32","0.61","1.71","0.59","100","39","100"
"Marshall Islands","MHL","Pacific","2012-01-03","2012","33","3","57.5","60.5","0","0","0","50","50","0","0","0","0","0","0","0","0","1.63","2.76","100","12","36"
"Mexico","MEX","North America","2012-09-01","2012","500","41.4","46.8","47","5.7","16.5","28.4","62","9.6","9.5","16.5","34.9","58.6","6.5","0.27","0.57","0.79","1.88","0.51","100","87","100"
"Mexico","MEX","North America","2015-09-01","2015","500","41.6","48.1","48","3.4","12.8","27.5","60.4","12.1","1.8","14.3","33.9","53.6","12.5","0.16","0.45","0.78","1.78","0.64","106","28","100"
"Moldova","MDA","Eastern Europe","2014-12-29","2014","101","17.2","49","48","7","16","24","58","18","18.2","22.7","22.7","54.6","22.7","0.36","0.58","0.69","1.5","0.78","133","75","78"
"Monaco","MCO","Western Europe","2001-01-02","2001","24","20.8","45.3","45","0","0","0","100","0","0","0","0","0","0","0","0","0","2.41","0","100","29","100"
"Monaco","MCO","Western Europe","2008-01-02","2008","24","19.1","48.8","50","0","0","12.5","87.5","0","0","0","0","0","0","0","0","0.57","2.08","0","88","38","100"
"Monaco","MCO","Western Europe","2013-02-21","2013","24","20.8","52.5","51","0","0","0","87.5","12.5","0","0","0","100","0","0","0","0","2.15","0.32","100","100","100"
"Monaco","MCO","Western Europe","2018-02-22","2018","24","33.3","51.3","53","4.2","20.8","25","54.2","20.8","12.5","25","25","50","25","NA","NA","NA","NA","NA","100","100","100"
"Mongolia","MNG","Asia","2008-07-23","2008","76","1.3","46.5","45","0","10.3","17.2","79.3","3.5","0","10.3","0","100","0","0","0.31","0.42","2.71","0.24","101","38","36"
"Mongolia","MNG","Asia","2012-06-28","2012","76","4","47.7","48","0","0","17.2","82.8","0","0","0","33.3","66.7","0","0","0","0.42","2.68","0","100","38","33"
"Mongolia","MNG","Asia","2016-07-05","2016","76","4","50.4","53","0","0","5.9","94.1","0","0","0","0","100","0","0","0","0.15","2.74","0","100","22","21"
"Montenegro","MNE","Eastern Europe","2012-11-06","2012","81","18.3","49.3","50.5","1.9","7.4","16.7","74.1","9.3","0","14.3","14.3","71.4","14.3","0.11","0.31","0.54","1.9","0.37","101","66","100"
"Montenegro","MNE","Eastern Europe","2020-09-30","2020","81","27.2","48.7","48","3.5","10.5","26.3","56.1","17.5","0","5.9","29.4","58.8","11.8","0.12","0.26","0.5","1.7","1.24","100","70.4","100"
"Morocco","MAR","Middle East and North Africa","2011-12-19","2011","395","1.2","51.8","52","0","11.1","16.7","61.1","22.2","0","11.1","40","40","20","0","0.38","0.46","1.87","1.23","103","4","5"
"Morocco","MAR","Middle East and North Africa","2016-10-07","2016","395","17.2","52.9","56.5","9.1","9.1","22.7","50","27.3","25","25","62.5","25","12.5","0.45","0.32","0.64","1.45","1.43","100","6","21"
"Mozambique","MOZ","Sub-Saharan Africa","2015-01-12","2015","250","28.4","56.6","57","0","0","14.3","57.1","28.6","0","0","20","60","20","0","0","0.45","2.05","1.46","100","3","100"
"Namibia","NAM","Sub-Saharan Africa","1989-01-02","1989","72","4","48","48","0","4.6","18.2","72.7","9.1","0","4.6","33.3","66.7","0","0","0.17","0.58","2.46","0.46","104","59","60"
"Namibia","NAM","Sub-Saharan Africa","1990-01-02","1990","72","4.8","49.1","49","0","2","17.7","74.5","7.8","0","2","50","50","0","0","0.07","0.55","2.54","0.41","117","61","64"
"Namibia","NAM","Sub-Saharan Africa","1995-01-02","1995","72","11.5","49.7","51","1.9","7.4","14.8","79.6","5.6","0","7.4","44.4","55.6","0","0.09","0.26","0.44","2.8","0.3","108","69","73"
"Namibia","NAM","Sub-Saharan Africa","2000-01-02","2000","72","16.7","51","51","1.5","7.4","14.7","69.1","16.2","0","7.4","23.1","69.2","7.7","0.06","0.25","0.42","2.45","0.9","117","81","83"
"Namibia","NAM","Sub-Saharan Africa","2005-03-20","2005","72","24.7","52.5","53","2.7","2.7","9.6","68.5","21.9","0","2.7","5.9","82.4","11.8","0.12","0.09","0.27","2.47","1.2","107","95","97"
"Namibia","NAM","Sub-Saharan Africa","2010-03-19","2010","72","21","56.9","56","0","1.6","1.6","69.8","28.6","0","1.6","0","100","0","0","0.05","0.05","2.47","1.5","113","78","88"
"Namibia","NAM","Sub-Saharan Africa","2015-03-20","2015","96","15.7","57.9","58","0","0","9.3","51.2","39.5","0","0","7.1","64.3","28.6","0","0","0.26","1.78","2.15","113","40","44"
"Nauru","NRU","Pacific","2000-06-19","2000","19","0","35.1","33.5","27.8","61.1","72.2","27.8","0","0","61.1","0","0","0","1.38","2.2","2.06","0.92","0","95","100","100"
"Nauru","NRU","Pacific","2010-06-22","2010","19","0","44.7","43","5.9","5.9","29.4","64.7","5.9","0","5.9","0","0","0","0.24","0.18","0.75","2","0.4","95","94","100"
"Nauru","NRU","Pacific","2013-06-11","2013","19","10.5","47.2","44","0","0","0","90.9","9.1","0","0","0","0","0","0","0","0","2.86","0.64","100","58","95"
"Nauru","NRU","Pacific","2016-07-11","2016","19","5.3","49.9","49.5","0","0","0","100","0","0","0","0","0","0","0","0","0","2.99","0","100","42","63"
